id,airline,flight,airportfrom,airportto,dayofweek,time,length,delay
12490,MQ,4133,ORD,PIT,3,1000,90,1
12492,MQ,4366,ORD,CVG,3,1000,75,1
12520,XE,3103,EWR,SYR,3,1000,71,1
12523,EV,5409,LEX,ATL,3,1001,88,0
12528,XE,2950,MSP,EWR,3,1001,165,0
12530,EV,5010,ATL,OAJ,3,1002,82,0
12532,EV,5021,LIT,ATL,3,1003,98,1
12541,XE,2560,MAF,IAH,3,1003,87,0
12543,OO,6305,LAX,PSP,3,1004,54,0
12552,AS,631,TUS,SEA,3,1005,190,1
12564,EV,5549,ATL,AVL,3,1005,57,1
12565,F9,787,DEN,LAS,3,1005,114,0
12570,MQ,4222,ORD,TYS,3,1005,95,1
12571,MQ,4346,ROC,ORD,3,1005,125,1
12576,OO,4778,SEA,SLC,3,1005,113,0
12577,OO,6830,LAX,BOI,3,1005,117,0
12578,OO,7756,SLC,CDC,3,1005,67,1
12579,OO,7761,SLC,EKO,3,1005,69,1
12580,OO,7794,SLC,SUN,3,1005,71,0
12611,XE,3028,ORF,EWR,3,1005,89,0
12616,OO,4811,SLC,OAK,3,1006,122,0
12618,OO,6842,IAD,DFW,3,1006,214,1
12621,YV,7269,IAD,ATL,3,1006,118,0
12624,EV,5220,AEX,ATL,3,1007,107,1
12625,EV,5270,ATL,PHF,3,1007,93,0
12626,EV,5338,LFT,MEM,3,1007,77,0
12633,EV,5183,ATL,TRI,3,1008,61,1
12634,EV,5462,HSV,ATL,3,1008,60,1
12649,EV,5280,XNA,MEM,3,1010,68,0
12652,MQ,2740,LFT,DFW,3,1010,85,0
12654,MQ,3254,DFW,HOU,3,1010,70,0
12655,MQ,4528,CLE,LGA,3,1010,100,0
12661,OO,4725,SLC,LGB,3,1010,112,0
12662,OO,4854,SLC,IDA,3,1010,55,1
12684,XE,2209,CLE,GSP,3,1010,80,1
12687,XE,2659,CLE,DFW,3,1010,180,0
12688,XE,2834,IAH,JAN,3,1010,73,0
12689,XE,5996,ORD,BUF,3,1010,89,1
12690,YV,7276,ORD,ROC,3,1010,92,1
12692,OO,6524,SFO,PDX,3,1011,100,0
12695,OO,7019,MFR,PDX,3,1012,62,0
12697,YV,7308,IAD,JAX,3,1012,117,1
12704,EV,7127,IAD,HSV,3,1014,120,0
12706,UA,898,IAD,BOS,3,1014,95,1
12709,YV,7240,ORD,RDU,3,1014,115,1
12737,MQ,3228,AEX,DFW,3,1015,75,0
12738,MQ,3377,TXK,DFW,3,1015,60,0
12740,MQ,4432,DCA,BNA,3,1015,120,0
12742,OO,4824,SLC,COS,3,1015,97,0
12745,OO,7766,SLC,PIH,3,1015,64,1
12746,OO,7803,SLC,TWF,3,1015,64,1
12753,WN,1968,BOS,MDW,3,1015,170,1
12764,XE,2875,CLE,DAY,3,1015,49,0
12767,9E,3824,PIT,MSP,3,1016,144,1
12772,OO,6943,PSP,SFO,3,1016,91,0
12775,EV,5601,ATL,DHN,3,1017,58,0
12777,OO,4704,SLC,DEN,3,1017,83,1
12779,OO,6699,DEN,ELP,3,1017,102,0
12782,9E,4173,TYS,DTW,3,1018,106,0
12788,OO,4718,GFK,MSP,3,1018,71,0
12796,OO,6665,COS,DEN,3,1019,40,0
12798,XE,2567,BNA,EWR,3,1019,134,0
12799,XE,2637,DAL,IAH,3,1019,69,0
12803,9E,3662,CID,MSP,3,1020,75,0
12805,9E,4073,FWA,ATL,3,1020,109,1
12806,9E,4166,CLE,JFK,3,1020,130,0
12808,AA,1139,DTW,DFW,3,1020,185,0
12809,AA,1353,JFK,DFW,3,1020,255,1
12834,DL,1875,MSP,DFW,3,1020,156,1
12838,DL,2210,DFW,ATL,3,1020,125,0
12843,EV,5536,SHV,MEM,3,1020,65,0
12844,EV,5560,BHM,ATL,3,1020,74,0
12845,EV,7065,IAD,DAY,3,1020,87,0
12846,EV,7110,IAD,PWM,3,1020,92,1
12847,EV,7114,IAD,JFK,3,1020,96,1
12848,EV,7302,HSV,MEM,3,1020,62,1
12851,MQ,3082,SAN,LAX,3,1020,45,0
12852,MQ,3364,TLH,DFW,3,1020,150,0
12853,MQ,3375,DFW,FSM,3,1020,60,0
12863,OO,4494,BIL,SLC,3,1020,79,0
12866,OO,7779,SLC,SGU,3,1020,81,0
12876,US,2136,LGA,BOS,3,1020,72,1
12878,US,2180,DCA,LGA,3,1020,78,1
12881,US,639,ORD,PHX,3,1020,233,0
12893,WN,3144,MDW,ABQ,3,1020,195,1
12894,WN,3674,SEA,BOI,3,1020,75,0
12900,XE,2144,EWR,ROC,3,1020,84,1
12906,XE,5932,ORD,BTV,3,1020,120,1
12909,YV,7262,IAD,CLT,3,1020,94,0
12914,OO,6239,ORD,GRB,3,1021,53,1
12922,EV,5436,MLU,MEM,3,1022,68,0
12923,EV,7129,IAD,BTV,3,1022,91,0
12927,XE,2271,MCI,IAH,3,1022,119,0
12928,XE,5891,ORD,ATW,3,1022,50,0
12931,EV,4983,HPN,ATL,3,1023,156,1
12937,EV,7134,IAD,DTW,3,1024,97,0
12939,XE,5939,ORD,PIA,3,1024,50,1
12941,AA,1367,HSV,DFW,3,1025,130,0
12943,AA,2502,DFW,BNA,3,1025,100,0
12949,DL,1551,MSP,LAS,3,1025,206,1
12953,EV,5332,JAN,ATL,3,1025,89,1
12955,EV,5563,MOB,ATL,3,1025,81,1
12956,EV,7091,IAD,SAV,3,1025,105,1
12957,EV,7138,IAD,MHT,3,1025,91,1
12962,MQ,3126,SJC,LAX,3,1025,75,0
12964,MQ,3227,DFW,TYR,3,1025,45,0
12965,MQ,3241,LIT,DFW,3,1025,80,0
12966,MQ,3904,ORD,CLE,3,1025,80,0
12968,MQ,4320,OKC,ORD,3,1025,135,0
12969,OH,6481,BNA,MEM,3,1025,66,1
12972,OO,4844,SLC,RAP,3,1025,99,1
12973,OO,4860,SLC,ORD,3,1025,189,0
12988,WN,3950,PVD,BWI,3,1025,85,1
13004,OO,4758,SLC,MCI,3,1027,142,0
13014,OH,6565,SYR,CVG,3,1029,126,1
13015,OO,6679,GEG,SFO,3,1029,131,1
13017,9E,3787,SBN,ATL,3,1030,123,1
13018,9E,3848,ERI,DTW,3,1030,75,1
13020,9E,4219,ROA,DTW,3,1030,100,0
13022,9E,4386,GRR,MSP,3,1030,99,0
13024,AA,1307,BNA,LAX,3,1030,260,0
13037,EV,5329,VPS,ATL,3,1030,79,1
13038,EV,5500,TYS,ATL,3,1030,65,0
13039,EV,7357,STL,MEM,3,1030,70,1
13046,MQ,3271,PIA,DFW,3,1030,130,1
13047,MQ,3948,OMA,ORD,3,1030,105,1
13048,MQ,4357,ORD,GRB,3,1030,60,0
13051,OH,6391,BWI,MEM,3,1030,160,1
13052,OH,6601,RDU,MCO,3,1030,119,1
13056,OO,4850,SLC,IAH,3,1030,180,1
13073,WN,2961,MCO,DEN,3,1030,255,0
13074,WN,3575,BNA,MCI,3,1030,105,1
13084,XE,2284,IAH,TYS,3,1030,114,0
13085,XE,2483,LFT,IAH,3,1030,70,0
13087,EV,4953,ATL,BTR,3,1031,95,1
13089,OO,4520,SLC,FCA,3,1031,104,0
13094,XE,5920,ORD,CLE,3,1031,76,1
13095,YV,7214,ORD,ORF,3,1031,121,1
13101,AS,54,SCC,ANC,3,1033,103,0
13104,DL,2302,TPA,MEM,3,1034,126,0
13107,OO,6225,ORD,DSM,3,1034,74,0
13108,OO,6269,SEA,SFO,3,1034,122,0
13117,9E,4035,MKE,CVG,3,1035,81,1
13119,9E,4374,DTW,ALB,3,1035,95,1
13121,AA,1284,DFW,CLT,3,1035,140,1
13132,DL,1194,DTW,CLT,3,1035,113,0
13136,DL,1556,DTW,MEM,3,1035,135,0
13137,DL,2045,DCA,DTW,3,1035,103,0
13140,DL,2296,MSP,LGA,3,1035,168,1
13142,EV,5379,ATL,LIT,3,1035,102,1
13143,EV,5400,MDT,ATL,3,1035,137,1
13144,EV,5432,LIT,MEM,3,1035,55,0
13147,MQ,4130,MDT,ORD,3,1035,135,1
13148,MQ,4289,CHA,ORD,3,1035,110,1
13151,OH,6453,SDF,CVG,3,1035,48,1
13152,OO,4439,MSP,MOT,3,1035,91,1
13156,OO,6605,DEN,BIS,3,1035,94,0
13164,US,1579,PHL,CLT,3,1035,103,1
13169,US,1995,IND,CLT,3,1035,94,0
13188,XE,2197,CLE,MSN,3,1035,92,0
13189,XE,2396,EWR,DTW,3,1035,125,0
13195,YV,7211,IAD,PVD,3,1036,79,1
13201,OO,6825,SLC,SFO,3,1039,131,1
13203,9E,3865,BUF,DTW,3,1040,75,1
13221,DL,1283,ATL,MDW,3,1040,116,1
13229,DL,2899,MSP,PHX,3,1040,210,0
13230,EV,5368,MGM,ATL,3,1040,78,0
13232,EV,7338,TLH,MEM,3,1040,96,0
13239,MQ,3691,CLE,MIA,3,1040,180,0
13242,MQ,4426,DTW,LGA,3,1040,110,0
13243,MQ,4648,RDU,LGA,3,1040,100,1
13245,OH,6483,DTW,MDT,3,1040,81,0
13250,OO,4620,HLN,SLC,3,1040,77,1
13251,OO,4730,SAN,LAX,3,1040,49,0
13252,OO,4864,MSP,BNA,3,1040,138,0
13254,OO,6874,ORD,LNK,3,1040,95,1
13270,WN,2537,SFO,MDW,3,1040,245,1
13273,WN,3510,MCO,MDW,3,1040,175,1
13275,WN,3834,MHT,TPA,3,1040,215,1
13286,YV,7212,IAD,ROC,3,1040,71,1
13288,YV,7261,MCI,IAD,3,1040,141,0
13291,DL,1882,SLC,DTW,3,1041,213,0
13304,EV,5213,CHA,ATL,3,1043,52,0
13305,EV,5349,SBN,DTW,3,1043,67,1
13319,AA,2402,AUS,ORD,3,1045,165,0
13334,DL,1417,ATL,DEN,3,1045,204,1
13336,DL,2235,DTW,MSP,3,1045,120,0
13344,EV,4967,ATL,BMI,3,1045,106,1
13345,EV,5026,EYW,ATL,3,1045,125,1
13346,EV,7137,IAD,CAE,3,1045,87,0
13347,HA,266,HNL,OGG,3,1045,37,0
13350,MQ,2917,DFW,CMH,3,1045,140,0
13351,MQ,3353,DFW,AMA,3,1045,70,1
13352,MQ,3641,MIA,CMH,3,1045,160,1
13355,MQ,3973,ORD,TUL,3,1045,125,1
13356,MQ,4141,ORD,MCI,3,1045,100,0
13360,OH,6677,CMH,DCA,3,1045,77,0
13361,OH,6753,DTW,PVD,3,1045,116,1
13362,OO,6240,PSC,SFO,3,1045,125,1
13363,OO,6339,LAX,SAN,3,1045,47,0
13392,XE,3135,CVG,IAH,3,1045,159,0
13393,YV,2973,SFO,LAS,3,1045,87,0
13400,EV,5457,ATL,TLH,3,1047,63,1
13401,YV,7263,IAD,MCI,3,1047,169,1
13405,EV,4971,OMA,ATL,3,1048,142,0
13411,MQ,3944,JFK,BWI,3,1049,76,0
13415,9E,3800,PHF,ATL,3,1050,124,1
13416,9E,4254,STL,RDU,3,1050,120,1
13431,AS,565,LAX,PDX,3,1050,147,0
13438,CO,1779,IAH,SAT,3,1050,59,1
13440,CO,1869,SFO,IAH,3,1050,209,0
13459,DL,2425,BWI,ATL,3,1050,129,0
13460,DL,2501,MCO,MEM,3,1050,134,0
13462,DL,2951,MSP,BIS,3,1050,87,0
13463,EV,7325,ATL,BHM,3,1050,57,1
13464,EV,7332,ATL,BNA,3,1050,68,1
13470,MQ,3247,DFW,LIT,3,1050,70,0
13471,MQ,3647,MIA,JAX,3,1050,75,0
13475,OH,6351,CVG,MEM,3,1050,99,1
13479,OO,4543,BOI,SLC,3,1050,73,0
13517,XE,2598,IAH,MCI,3,1050,115,1
13524,XE,5977,IAD,CVG,3,1051,100,0
13525,9E,4270,PIT,MEM,3,1052,137,0
13528,EV,5035,ATL,MOB,3,1052,80,1
13533,XE,2737,GSP,EWR,3,1052,117,0
13536,9E,4103,ROC,ATL,3,1053,145,1
13539,OO,4653,FAR,SLC,3,1053,145,1
13569,DL,2084,MSP,DTW,3,1055,105,0
13572,DL,2253,MSP,SEA,3,1055,223,1
13573,DL,2262,DTW,PHL,3,1055,118,1
13576,EV,5024,ATL,AGS,3,1055,54,0
13577,EV,5321,ATL,CHS,3,1055,73,0
13578,EV,5499,BOS,DCA,3,1055,110,1
13579,EV,7107,IAD,LGA,3,1055,85,0
13584,MQ,4164,CMH,ORD,3,1055,90,0
13586,MQ,4506,BOS,LGA,3,1055,84,0
13587,OH,6709,ORF,CVG,3,1055,122,1
13588,OO,4721,OKC,SLC,3,1055,144,0
13591,UA,947,IAD,MCO,3,1055,145,0
13619,XE,2044,IAH,CLT,3,1055,136,0
13621,XE,3005,IAH,CRP,3,1055,59,0
13622,9E,3801,CLE,MEM,3,1056,134,1
13623,9E,3927,CLT,MEM,3,1056,122,0
13625,EV,5355,XNA,DTW,3,1056,128,1
13626,FL,994,BOS,MKE,3,1056,159,0
13627,OH,6409,EWR,CVG,3,1056,139,0
13630,EV,7068,IAD,GSP,3,1057,88,0
13631,OO,4649,BZN,SLC,3,1057,73,0
13635,OO,4670,TUL,SLC,3,1058,154,1
13641,B6,364,PBI,LGA,3,1059,159,1
13647,OO,7021,TUS,LAX,3,1059,93,0
13650,9E,3760,ATL,HPN,3,1060,143,0
13652,9E,4051,IND,MEM,3,1060,90,0
13660,B6,1327,BOS,BWI,3,1060,92,1
13671,DL,2013,JFK,CVG,3,1060,149,0
13676,EV,5121,ALB,ATL,3,1060,168,1
13687,MQ,3258,PNS,DFW,3,1060,125,0
13691,OO,4447,LAS,LAX,3,1060,75,1
13694,OO,6817,SEA,PDX,3,1060,46,0
13695,OO,6954,DEN,SLC,3,1060,88,1
13697,UA,235,DEN,LAX,3,1060,155,1
13713,WN,2371,FLL,BWI,3,1060,150,1
13718,WN,3414,OAK,SNA,3,1060,80,1
13731,EV,5588,TLH,ATL,3,1061,76,1
13734,9E,4097,RDU,MEM,3,1062,128,1
13739,OO,6307,DEN,DTW,3,1063,162,0
13740,EV,5579,GSP,ATL,3,1064,66,1
13741,OO,4550,OMA,SLC,3,1064,145,0
13745,9E,3707,TYS,MEM,3,1065,84,0
13746,9E,3790,OKC,ATL,3,1065,130,1
13749,9E,4208,DTW,PWM,3,1065,117,1
13765,DL,2314,ATL,BDL,3,1065,150,0
13769,EV,5197,ATL,HSV,3,1065,60,1
13770,EV,5268,DTW,ELM,3,1065,78,1
13774,MQ,2976,ABI,DFW,3,1065,50,1
13777,MQ,4237,ORD,MSN,3,1065,55,1
13778,MQ,4279,ORD,GRR,3,1065,55,0
13784,OO,6383,SFO,SBA,3,1065,82,1
13785,OO,6510,LAX,SMF,3,1065,81,0
13786,OO,6708,SFO,OTH,3,1065,115,1
13805,XE,2494,ORD,EWR,3,1065,137,0
13810,EV,7389,PHL,CVG,3,1066,126,1
13815,OO,6862,ORD,MBS,3,1067,60,0
13820,DL,2242,ATL,EWR,3,1068,134,1
13823,XE,5903,GSP,ORD,3,1068,124,0
13825,DL,1704,FLL,DTW,3,1069,184,1
13832,9E,3881,HOU,ATL,3,1070,125,0
13846,DL,1189,BWI,SLC,3,1070,294,0
13849,DL,2522,MIA,MSP,3,1070,240,1
13851,EV,5059,GSO,ATL,3,1070,93,0
13852,EV,5397,FAY,ATL,3,1070,97,1
13853,EV,5598,ATL,CAK,3,1070,99,0
13854,EV,7346,ATL,GSP,3,1070,60,1
13862,OO,6233,LAX,PDX,3,1070,141,0
13894,UA,737,DEN,SFO,3,1071,164,1
13895,EV,5049,MYR,ATL,3,1072,97,0
13896,EV,7310,OMA,DTW,3,1072,118,1
13901,XE,5931,ORD,ICT,3,1072,114,0
13902,XE,5945,ORD,OKC,3,1072,133,0
13907,OO,7017,DEN,COS,3,1074,33,0
13914,AA,613,JFK,MIA,3,1075,200,1
13921,CO,1603,IAH,AUS,3,1075,58,1
13928,EV,4941,CRW,ATL,3,1075,94,0
13930,EV,5315,CAE,ATL,3,1075,78,0
13938,MQ,4129,CMI,ORD,3,1075,65,0
13939,MQ,4417,DCA,RDU,3,1075,65,1
13943,OH,6757,DCA,BOS,3,1075,97,0
13945,OO,6537,ORD,MKG,3,1075,51,1
13985,EV,5396,GNV,ATL,3,1076,93,1
13990,EV,5164,ATL,CAE,3,1077,63,0
13993,OO,6720,SEA,LAX,3,1077,153,0
13998,EV,5340,ROA,ATL,3,1078,96,0
14004,EV,5020,ATL,ATW,3,1079,131,1
14005,EV,5089,SHV,ATL,3,1079,106,0
14006,EV,5094,ILM,ATL,3,1079,100,0
14007,EV,5216,DCA,STL,3,1079,146,1
14008,EV,5555,LEX,ATL,3,1079,90,1
14012,OO,4834,LAX,LAS,3,1079,70,1
14015,OO,6984,ORD,SAT,3,1079,176,1
14021,XE,5980,ORD,XNA,3,1079,108,1
14022,9E,3783,CMH,MEM,3,1080,107,0
14045,DL,1801,PVD,ATL,3,1080,175,0
14046,DL,2152,JAX,ATL,3,1080,89,0
14047,DL,2647,LGA,ATL,3,1080,167,1
14051,EV,5308,BHM,ATL,3,1080,72,1
14052,EV,5405,BDL,DCA,3,1080,83,0
14056,FL,597,ROC,ATL,3,1080,140,0
14063,MQ,4231,CLT,ORD,3,1080,145,1
14067,OH,6562,ORD,JFK,3,1080,142,0
14069,OO,4472,ORD,MSP,3,1080,85,1
14070,OO,4707,RNO,SLC,3,1080,80,1
14084,US,2185,LGA,DCA,3,1080,78,0
14107,WN,3058,SAN,SJC,3,1080,80,0
14110,WN,3509,DEN,PHL,3,1080,210,1
14125,XE,2701,IAH,ABQ,3,1080,135,0
14130,OO,6261,ORD,MSN,3,1081,48,0
14138,DL,1977,ORD,ATL,3,1083,126,1
14139,DL,2104,LAX,SLC,3,1083,108,0
14146,AA,1314,MSY,MIA,3,1085,110,0
14158,EV,5269,DCA,CVG,3,1085,99,0
14166,MQ,2869,DFW,CRP,3,1085,80,0
14167,MQ,3261,LIT,DFW,3,1085,80,0
14174,UA,624,ORD,DCA,3,1085,111,0
14186,WN,1338,LGA,MDW,3,1085,160,1
14205,YV,7286,ORD,SYR,3,1086,101,1
14206,DL,2267,BDL,ATL,3,1087,168,1
14216,OO,4724,LGB,SLC,3,1089,111,0
14223,AA,2368,DFW,ORD,3,1090,140,0
14237,EV,4968,HSV,ATL,3,1090,64,0
14242,MQ,3528,MKE,DFW,3,1090,160,1
14244,MQ,4413,LGA,XNA,3,1090,220,1
14245,OO,4835,IDA,SLC,3,1090,53,1
14246,OO,6955,ORD,MKE,3,1090,48,0
14252,US,1840,CLT,PIT,3,1090,89,0
14273,XE,3029,MCI,IAH,3,1090,118,0
14277,EV,5114,BTR,ATL,3,1091,99,1
14279,OO,7793,SUN,SLC,3,1091,67,1
14283,9E,4370,SAV,ATL,3,1092,82,1
14285,OO,4570,SMF,SLC,3,1092,99,1
14286,OO,4828,SFO,SLC,3,1092,108,1
14287,OO,6967,CEC,ACV,3,1092,28,0
14290,EV,5589,TRI,ATL,3,1094,80,1
14291,OO,4748,OAK,SLC,3,1094,106,0
14292,OO,4808,LAX,SFO,3,1094,71,0
14316,MQ,3002,SAN,LAX,3,1095,45,0
14317,MQ,3131,LAX,SJC,3,1095,75,0
14318,MQ,3291,TYR,DFW,3,1095,50,1
14319,MQ,3376,DFW,MSN,3,1095,130,0
14322,OO,6326,SFO,BFL,3,1095,67,0
14343,WN,3846,DTW,STL,3,1095,105,1
14357,XE,3019,PHL,CLE,3,1095,100,1
14367,OO,6841,OKC,ORD,3,1098,122,0
14372,EV,7336,JAX,DTW,3,1099,147,1
14374,9E,3715,MDW,DTW,3,1100,86,0
14377,AA,1349,OKC,DFW,3,1100,60,0
14395,DL,2019,LGA,MSP,3,1100,195,0
14398,EV,5110,MOB,ATL,3,1100,79,1
14405,MQ,3336,DFW,GJT,3,1100,135,1
14406,MQ,3562,CLE,DFW,3,1100,185,1
14407,MQ,3618,TLH,MIA,3,1100,80,1
14412,MQ,4636,RDU,LGA,3,1100,100,0
14415,OO,4859,XNA,MSP,3,1100,104,0
14417,OO,6531,SFO,SBP,3,1100,65,0
14448,XE,2289,IAH,ELP,3,1100,130,1
14450,XE,3027,IAH,HRL,3,1100,65,0
14451,XE,3127,IAH,LBB,3,1100,100,0
14458,DL,2140,LAS,SLC,3,1102,83,1
14465,DL,1837,PNS,ATL,3,1103,81,0
14466,EV,4959,TYS,ATL,3,1103,76,1
14480,DL,1064,IND,ATL,3,1105,100,0
14484,EV,5188,LIT,ATL,3,1105,103,1
14485,EV,5222,CAK,ATL,3,1105,111,0
14486,EV,5453,JAN,ATL,3,1105,90,0
14490,MQ,2947,FSM,DFW,3,1105,65,0
14495,OO,4547,ORD,SLC,3,1105,205,1
14499,US,1565,PHL,FLL,3,1105,179,1
14511,WN,3419,TPA,PHL,3,1105,150,1
14528,OO,6906,DEN,BUR,3,1106,148,1
14537,EV,7344,MLB,ATL,3,1108,101,0
14540,XE,5954,FAR,ORD,3,1108,112,0
14585,MQ,3451,DFW,XNA,3,1110,65,0
14586,MQ,3712,ORD,XNA,3,1110,105,1
14589,MQ,4383,JFK,STL,3,1110,190,0
14592,OH,6545,BDL,DTW,3,1110,130,0
14632,OO,6468,MKE,DEN,3,1111,170,1
14634,EV,7102,ORD,CAE,3,1112,109,1
14636,OO,6962,FSD,ORD,3,1112,108,0
14648,OO,6891,DEN,MSO,3,1114,126,1
14649,9E,4175,JFK,IND,3,1115,190,0
14664,DL,1571,JFK,MIA,3,1115,204,0
14669,MQ,3274,TYS,DFW,3,1115,155,0
14670,MQ,3303,DFW,MLI,3,1115,115,1
14673,MQ,4221,GRB,ORD,3,1115,75,0
14677,OO,4628,IAH,SLC,3,1115,194,0
14678,OO,4764,CLE,CVG,3,1115,65,1
14707,OO,6683,DEN,SLC,3,1116,96,0
14709,XE,5894,ORD,TYS,3,1116,89,1
14723,9E,3700,CHS,LGA,3,1120,140,0
14739,DL,2686,ATL,LGA,3,1120,136,1
14746,MQ,3202,CHS,DFW,3,1120,190,0
14750,MQ,4157,BNA,ORD,3,1120,105,1
14751,MQ,4248,DSM,ORD,3,1120,90,1
14753,OO,3117,CAK,MKE,3,1120,84,0
14754,OO,4789,LAX,SAN,3,1120,45,1
14773,EV,7088,IAD,ROA,3,1121,60,0
14780,UA,839,ORD,LAX,3,1122,270,1
14784,OO,6897,LNK,ORD,3,1124,96,0
14804,EV,5146,ATL,MGM,3,1125,57,0
14810,MQ,3531,DFW,CLE,3,1125,145,0
14817,OO,4479,DFW,SLC,3,1125,168,0
14842,XE,2867,OKC,IAH,3,1125,82,0
14847,OO,6292,LAX,MRY,3,1126,65,0
14849,XE,5921,ALB,ORD,3,1126,149,0
14855,XE,5956,CLE,ORD,3,1129,89,0
14857,9E,4283,CMH,CVG,3,1130,49,1
14860,AA,1934,DFW,MCI,3,1130,90,0
14885,EV,5297,ATL,MEM,3,1130,84,1
14886,EV,7083,CVG,ORD,3,1130,86,1
14897,OO,4577,LEX,MSP,3,1130,130,0
14917,WN,3222,SDF,STL,3,1130,70,1
14925,XE,2478,GSO,EWR,3,1130,102,0
14933,DL,2313,PIT,ATL,3,1132,118,0
14936,OH,6356,MEM,RDU,3,1132,111,1
14942,9E,3966,CVG,IAD,3,1135,95,1
14963,DL,1808,DEN,MSP,3,1135,120,0
14973,EV,5133,ATL,BTR,3,1135,97,0
14975,EV,5171,CVG,ATL,3,1135,98,1
14976,EV,5252,TLH,FLL,3,1135,84,1
14977,EV,5323,DCA,BOS,3,1135,92,1
14988,OH,6511,MEM,CVG,3,1135,92,1
14990,OO,4693,FAR,MSP,3,1135,62,0
14991,OO,4752,ABQ,SLC,3,1135,93,0
14997,US,1993,PVD,CLT,3,1135,136,0
15014,YV,7292,ORD,CHS,3,1135,121,1
15018,OO,4727,SAT,SLC,3,1136,177,0
15021,EV,5162,ATL,FAY,3,1137,77,1
15022,EV,5389,PHF,ATL,3,1137,116,0
15032,9E,3856,MEM,CLE,3,1139,122,0
15036,EV,7121,IAD,PNS,3,1139,152,1
15040,OO,4883,AUS,SLC,3,1139,169,0
15045,9E,4207,DAY,MSP,3,1140,122,0
15048,AA,1312,SJU,BDL,3,1140,240,1
15059,CO,426,IAH,BWI,3,1140,175,1
15069,DL,1953,MKE,MSP,3,1140,83,0
15082,EV,5101,ATL,ILM,3,1140,88,0
15084,EV,5227,ATL,ECP,3,1140,69,0
15085,EV,5245,MEM,GRR,3,1140,101,1
15093,MQ,3231,AMA,DFW,3,1140,70,1
15101,OO,4655,MSP,RST,3,1140,42,0
15102,OO,4873,COS,SLC,3,1140,96,1
15104,OO,6847,SFO,SBA,3,1140,76,1
15105,OO,6923,SFO,ACV,3,1140,79,0
15111,US,2141,BOS,LGA,3,1140,81,1
15145,XE,2245,EWR,OKC,3,1140,239,1
15153,OO,6983,FAT,LAS,3,1141,80,1
15155,OO,4862,TUS,SLC,3,1142,110,1
15156,OO,6281,CLE,DEN,3,1142,206,1
15158,OO,6910,BOI,DEN,3,1142,108,1
15166,XE,5892,ORD,HSV,3,1144,99,1
15170,9E,4218,SDF,MSP,3,1145,131,0
15182,DL,1318,MEM,BWI,3,1145,120,1
15189,DL,2199,MEM,MCO,3,1145,121,0
15190,DL,2690,MSP,CLT,3,1145,143,1
15198,MQ,3240,LIT,DFW,3,1145,75,0
15202,MQ,4490,BOS,LGA,3,1145,85,0
15204,OO,6398,SFO,BOI,3,1145,92,0
15222,WN,1337,DEN,MSY,3,1145,155,1
15235,WN,2989,MCO,PIT,3,1145,135,1
15239,WN,3579,SAN,SFO,3,1145,90,0
15262,YV,7273,ROC,ORD,3,1146,119,1
15298,DL,1478,MEM,BOS,3,1150,169,1
15307,DL,2595,MSP,RSW,3,1150,199,0
15310,EV,5241,ATL,CHA,3,1150,53,1
15311,EV,5478,ATL,CAE,3,1150,66,1
15318,MQ,3382,DFW,CID,3,1150,120,0
15319,MQ,3646,JAX,MIA,3,1150,80,0
15320,MQ,4555,LGA,CMH,3,1150,120,0
15322,OO,4468,MEM,MKE,3,1150,106,0
15323,OO,4851,CMH,MSP,3,1150,116,0
15353,YV,7242,CLT,ORD,3,1150,130,0
15356,OO,6561,FSD,DEN,3,1151,103,1
15358,EV,5126,ATL,AVL,3,1152,61,0
15360,EV,5427,ATL,GNV,3,1152,77,1
15362,OO,6284,PDX,LAX,3,1152,138,0
15366,DL,1193,CLT,DTW,3,1154,113,0
15367,EV,5353,ATL,JAN,3,1154,90,0
15369,9E,4115,BUF,DTW,3,1155,80,1
15384,DL,1780,ATL,DAY,3,1155,99,0
15393,EV,5152,ATL,AGS,3,1155,61,0
15395,EV,5319,ATL,VPS,3,1155,77,0
15397,EV,7314,ATL,TRI,3,1155,67,0
15406,OO,4442,DEN,SLC,3,1155,89,1
15407,OO,4656,MSP,LEX,3,1155,120,0
15447,OO,6714,DEN,MEM,3,1157,134,0
15486,DL,1638,ATL,DCA,3,1160,116,1
15489,DL,1973,ATL,MIA,3,1160,124,1
15496,EV,5167,MEM,LFT,3,1160,84,0
15499,EV,7312,MEM,SHV,3,1160,73,0
15500,EV,7375,GSP,ATL,3,1160,73,0
15506,MQ,4189,ORD,HSV,3,1160,105,1
15509,OH,6587,DCA,GRR,3,1160,110,0
15511,OO,4734,PIT,MSP,3,1160,135,0
15513,OO,6433,DFW,LAX,3,1160,205,0
15514,OO,6868,ABQ,DEN,3,1160,76,0
15515,OO,7040,DEN,GCC,3,1160,89,0
15531,XE,2517,SAV,EWR,3,1160,127,0
15534,XE,5974,ORD,AVP,3,1160,105,0
15539,OO,6768,DEN,JAC,3,1162,88,0
15544,9E,3722,ATL,FWA,3,1164,106,1
15545,OO,7042,DEN,SGF,3,1164,105,0
15548,9E,3861,MEM,SAT,3,1165,127,0
15565,DL,1236,PIT,DTW,3,1165,80,0
15569,DL,2277,MEM,DFW,3,1165,103,0
15571,EV,5103,MEM,BTR,3,1165,73,0
15572,EV,5351,ATL,HOU,3,1165,142,1
